Date,AAPL,AMZN,GOOGL,MSFT,SPY
2022-01-03,100.0,100.0,100.0,100.0,100.0
2022-01-04,98.73082765465519,98.30844129940205,99.59169259970425,98.28527964842672,99.96652606893272
2022-01-05,96.10462088016781,96.45109091643356,95.02280918886892,94.51232703976342,98.04693867254836
2022-01-06,94.5003017632958,95.80380938514344,95.00383690114207,93.76550071802761,97.95484642318891
2022-01-07,94.5936777373807,95.39302389074709,94.50001018646321,93.81329351420526,97.56757003842765
2022-01-10,94.60469694269791,94.76627491833763,95.63972686696648,93.88200157366062,97.4461686299221
2022-01-11,96.1925172649938,97.0408669557343,96.37529561965104,94.09412587732905,98.33373908821291
2022-01-12,96.439767651695,96.94990763034839,97.54398005490503,95.07692558122191,98.59956666056058
2022-01-13,94.60469694269791,94.60666180798091,95.58285244738268,91.0530276689059,97.24100451589945
2022-01-14,95.08820423655429,95.1488986605841,96.19909102793298,92.6661906945817,97.28078993872367
2022-01-18,93.2915764049401,93.2589809349863,93.79722911223276,90.41075873571872,95.55797616463784
2022-01-19,91.33014070796294,91.72234321179545,93.18924581124143,90.61391124319378,94.56576496532912
2022-01-20,90.3851388051134,89.00439833737313,91.94159506431903,90.09710549791292,93.51908667567567
2022-01-21,89.23135511871672,83.70847563077176,89.90284872932361,88.43315907732836,91.68326198480841
2022-01-24,88.79732705807456,84.82405710289981,90.21492588499143,88.53474479498594,92.07261059754997
2022-01-25,87.78638142846289,82.14923687024344,87.54651287653836,86.18072718111652,90.94850818208383
2022-01-26,87.73693649627688,81.4957946758439,89.13142574832305,88.63631158480344,90.7203193127246
2022-01-27,87.4787183558008,81.94472613658638,88.97418283343265,89.57131849251869,90.27234560970399
2022-01-28,93.58277498405431,84.49190065321834,91.97158146539064,92.08664862338766,92.5142931247742
2022-01-31,96.0276922491167,87.7755609538963,93.31821067982757,92.89918294192768,94.18057435252187
2022-02-01,95.9342819740036,88.72623723442102,94.93245738238456,92.23600820938279,94.81695150207747
