Date,AAPL,AMZN,GOOGL,MSFT,SPY
2022-08-08,161.85000610351562,139.41000366210938,116.33846282958984,271.21893310546875,392.48968505859375
2022-08-09,161.8991241455078,137.8300018310547,115.6739501953125,273.1346130371094,390.93115234375
2022-08-10,166.13995361328125,142.69000244140625,118.71878814697266,279.77191162109375,399.1423034667969
2022-08-11,165.40371704101562,140.63999938964844,117.86583709716797,277.70135498046875,399.1423034667969
2022-08-12,168.94757080078125,143.5500030517578,120.68256378173828,282.4326171875,405.8993835449219
2022-08-15,170.01760864257812,143.17999267578125,121.07927703857422,283.94195556640625,407.5719909667969
2022-08-16,169.86053466796875,144.77999877929688,120.702392578125,283.20660400390625,408.3702697753906
2022-08-17,171.3527069091797,142.10000610351562,118.57003784179688,282.46002197265625,405.47161865234375
2022-08-18,170.96002197265625,142.3000030517578,119.18494415283203,281.3450622558594,406.650146484375
2022-08-19,168.378173828125,138.22999572753906,116.24919891357422,277.4472351074219,401.185546875
2022-08-22,164.50054931640625,133.22000122070312,113.30354309082031,269.30267333984375,392.8319091796875
2022-08-23,164.16677856445312,133.6199951171875,112.92667388916016,268.0325927734375,391.88153076171875
2022-08-24,164.46127319335938,133.8000030517578,112.758056640625,267.40234375,393.135986328125
2022-08-25,166.91551208496094,137.27999877929688,115.69378662109375,270.3692932128906,398.6860656738281
2022-08-26,160.62290954589844,130.75,109.43551635742188,259.9365539550781,385.1909484863281
2022-08-29,158.4239501953125,129.7899932861328,108.52305603027344,257.1635437011719,382.6440124511719
2022-08-30,155.99917602539062,128.72999572753906,108.0469970703125,254.9722900390625,378.4433898925781
2022-08-31,154.34011840820312,126.7699966430664,107.33289337158203,253.5178680419922,375.56378173828125
2022-09-01,155.06655883789062,127.81999969482422,108.8404312133789,252.48040771484375,376.7422180175781
2022-09-02,152.95596313476562,127.51000213623047,106.96592712402344,248.27239990234375,372.7697448730469
2022-09-06,151.6994171142578,126.11000061035156,105.9344482421875,245.5478515625,371.3631896972656
2022-09-07,153.10325622558594,129.47999572753906,108.55280303955078,250.24069213867188,378.0346984863281
2022-09-08,151.63067626953125,129.82000732421875,107.4915771484375,250.65762329101562,380.5057067871094
2022-09-09,154.4873809814453,133.27000427246094,109.74297332763672,256.4169616699219,386.4169616699219
2022-09-12,160.43638610839844,136.4499969482422,109.95124053955078,258.54034423828125,390.5699768066406
2022-09-13,151.02206420898438,126.81999969482422,103.4648666381836,244.32618713378906,373.5870666503906
2022-09-14,152.4651336669922,128.5500030517578,104.13929748535156,244.54917907714844,375.0125427246094
2022-09-15,149.5789337158203,126.27999877929688,102.06642150878906,237.91722106933594,370.75494384765625
2022-09-16,147.93959045410156,123.52999877929688,101.95731353759766,237.2966766357422,367.9264831542969
2022-09-19,151.65036010742188,124.66000366210938,102.22510528564453,237.08335876464844,370.77972412109375
2022-09-20,154.02598571777344,122.19000244140625,100.31092834472656,235.07635498046875,366.52374267578125
2022-09-21,150.90423583984375,118.54000091552734,98.46617126464844,231.68276977539062,360.13018798828125
2022-09-22,149.9422149658203,117.30999755859375,99.31912231445312,233.6510467529297,357.1051330566406
2022-09-23,147.67449951171875,113.77999877929688,97.93061065673828,230.68408203125,351.1219482421875
2022-09-26,148.00831604003906,115.1500015258789,97.36526489257812,230.22842407226562,347.6484069824219
2022-09-27,148.98008728027344,114.41000366210938,96.70077514648438,229.2200164794922,346.7608947753906
2022-09-28,147.09532165527344,118.01000213623047,99.2298812866211,233.73831176757812,353.5839538574219
2022-09-29,139.8701171875,114.80000305175781,96.62142181396484,230.27688598632812,346.1978759765625
2022-09-30,135.66848754882812,113.0,94.86593627929688,225.81675720214844,340.844482421875
2022-10-03,139.8406982421875,115.87999725341797,97.8314208984375,233.4183349609375,349.84326171875
2022-10-04,143.42384338378906,121.08999633789062,100.80683135986328,241.310791015625,360.68359375
2022-10-05,143.71835327148438,120.94999694824219,100.59854125976562,241.62100219726562,359.8439636230469
2022-10-06,142.7660675048828,120.30000305175781,100.58863067626953,239.28433227539062,356.1318664550781
2022-10-07,137.52391052246094,114.55999755859375,97.87109375,227.11602783203125,346.1978759765625
2022-10-10,137.84783935546875,113.66999816894531,97.05782318115234,222.27777099609375,343.55462646484375
2022-10-11,136.43423461914062,112.20999908447266,96.38339233398438,218.55459594726562,341.37884521484375
2022-10-12,135.8059539794922,112.9000015258789,96.7602767944336,218.8842315673828,340.25286865234375
2022-10-13,140.37078857421875,112.52999877929688,98.24797058105469,227.11602783203125,349.2324523925781
2022-10-14,135.84523010253906,106.9000015258789,95.76847839355469,221.60879516601562,341.2738952636719
2022-10-17,139.80140686035156,113.79000091552734,99.15052795410156,230.30596923828125,350.0436096191406
2022-10-18,141.1168975830078,116.36000061035156,99.94396209716797,231.2464599609375,354.15643310546875
2022-10-19,141.22486877441406,115.06999969482422,98.81331634521484,229.2878875732422,351.6467590332031
2022-10-20,140.76345825195312,115.25,99.15052795410156,228.96792602539062,348.69805908203125
2022-10-21,144.57240295410156,119.31999969482422,100.30101013183594,234.75636291503906,357.1719970703125
2022-10-24,146.71243286132812,119.81999969482422,101.67961120605469,239.7303466796875,361.5424499511719
2022-10-25,149.54954528808594,120.5999984741211,103.62355041503906,243.03662109375,367.3158264160156
2022-10-26,146.61428833007812,115.66000366210938,94.15184020996094,224.28482055664062,364.5484313964844
2022-10-27,142.14764404296875,110.95999908447266,91.46405029296875,219.85382080078125,362.6017150878906
2022-10-28,152.88723754882812,103.41000366210938,95.50068664550781,228.6964569091797,371.2283020019531
2022-10-31,150.53121948242188,102.44000244140625,93.73528289794922,225.07020568847656,368.5467834472656
2022-11-01,147.89047241210938,96.79000091552734,89.7283935546875,221.2306365966797,366.93402099609375
2022-11-02,142.37342834472656,92.12000274658203,86.25708770751953,213.4060821533203,357.7254638671875
2022-11-03,136.33609008789062,89.30000305175781,82.74610137939453,207.73399353027344,354.0419921875
2022-11-04,136.07058715820312,90.9800033569336,85.87028503417969,214.65682983398438,359.1377258300781
2022-11-07,136.6015625,90.52999877929688,87.76461791992188,220.93975830078125,362.57305908203125
2022-11-08,137.17189025878906,89.9800033569336,88.1712646484375,221.9093475341797,364.529296875
2022-11-09,132.6191864013672,86.13999938964844,86.60421752929688,217.68194580078125,357.0193176269531
2022-11-10,144.41888427734375,96.62999725341797,93.16995239257812,235.5902099609375,376.63897705078125
2022-11-11,147.20164489746094,100.79000091552734,95.61970520019531,239.5946044921875,380.2843017578125
2022-11-14,145.80535888671875,98.48999786376953,94.91551971435547,234.2037353515625,377.04931640625
2022-11-15,147.5360107421875,98.94000244140625,97.63306427001953,234.6109619140625,380.2651062011719
2022-11-16,146.30682373046875,97.12000274658203,98.03970336914062,235.0387725830078,377.36419677734375
2022-11-17,148.2046356201172,94.8499984741211,97.5537338256836,234.9901123046875,376.2095642089844
2022-11-18,148.76513671875,94.13999938964844,96.63134002685547,234.54290771484375,377.9176940917969
2022-11-21,145.53985595703125,92.45999908447266,94.81633758544922,235.34988403320312,376.54351806640625
2022-11-22,147.67364501953125,93.19999694824219,96.25444793701172,238.2473907470703,381.6106872558594
2022-11-23,148.548828125,94.12999725341797,97.65290069580078,240.72683715820312,384.01544189453125
2022-11-25,145.63821411132812,93.41000366210938,96.66109466552734,240.6393280029297,383.92950439453125
2022-11-28,141.8131103515625,93.94999694824219,95.26265716552734,235.06793212890625,377.80316162109375
2022-11-29,138.81402587890625,92.41999816894531,94.40969848632812,233.677490234375,377.1542663574219
2022-11-30,145.55953979492188,96.54000091552734,100.16216278076172,248.07754516601562,389.0348815917969
2022-12-01,145.8348388671875,95.5,100.16216278076172,247.6400146484375,388.7485656738281
2022-12-02,145.34320068359375,94.12999725341797,99.61666107177734,247.96087646484375,388.30010986328125
2022-12-05,144.1829376220703,91.01000213623047,98.66453552246094,243.2742919921875,381.31488037109375
2022-12-06,140.52499389648438,88.25,96.1850357055664,238.33489990234375,375.81829833984375
2022-12-07,138.58786010742188,88.45999908447266,94.1617660522461,237.60565185546875,375.17889404296875
2022-12-08,140.26934814453125,90.3499984741211,92.94182586669922,240.5518035888672,378.1180725097656
2022-12-09,139.78749084472656,89.08999633789062,92.06905364990234,238.6265869140625,375.2934875488281
2022-12-12,142.07861328125,90.55000305175781,92.54510498046875,245.52035522460938,380.7041015625
2022-12-13,143.04225158691406,92.48999786376953,94.84609985351562,249.8082733154297,383.5860290527344
2022-12-14,140.8199920654297,91.58000183105469,94.29068756103516,250.09996032714844,381.1335144042969
2022-12-15,134.22195434570312,88.44999694824219,90.11520385742188,242.11721801757812,371.8104248046875
2022-12-16,132.26516723632812,87.86000061035156,89.52011108398438,237.91683959960938,367.4207458496094
2022-12-19,130.160888671875,84.91999816894531,87.71504211425781,233.794189453125,364.3050537109375
2022-12-20,130.09207153320312,85.19000244140625,88.290283203125,235.10684204101562,364.8036804199219
2022-12-21,133.18948364257812,86.7699966430664,88.84569549560547,237.6639862060547,370.2583312988281
2022-12-22,130.02322387695312,83.79000091552734,87.04061889648438,231.5967559814453,364.9762268066406
2022-12-23,129.65940856933594,85.25,88.4985580444336,232.1217803955078,367.0756530761719
2022-12-27,127.85993194580078,83.04000091552734,86.67364501953125,230.4008026123047,365.6280212402344
2022-12-28,123.93651580810547,81.81999969482422,85.31487274169922,228.0380401611328,361.08416748046875
2022-12-29,127.4469223022461,84.18000030517578,87.72494506835938,234.33868408203125,367.5836486816406
2022-12-30,127.76161193847656,84.0,87.50675964355469,233.18161010742188,366.6155090332031
2023-01-03,122.98271179199219,85.81999969482422,88.38946533203125,232.94827270507812,365.0720520019531
2023-01-04,124.2511978149414,85.13999938964844,87.35798645019531,222.75836181640625,367.8905334472656
2023-01-05,122.93354797363281,83.12000274658203,85.49339294433594,216.1562957763672,363.691650390625
2023-01-06,127.45677947998047,86.08000183105469,86.6240463256836,218.7037811279297,372.0318298339844
2023-01-09,127.97794342041016,87.36000061035156,87.29847717285156,220.8331756591797,371.82098388671875
2023-01-10,128.54824829101562,89.87000274658203,87.69519805908203,222.51528930664062,374.42852783203125
2023-01-11,131.26219177246094,95.08999633789062,90.769775390625,229.2437286376953,379.1641540527344
2023-01-12,131.18353271484375,95.2699966430664,90.38298034667969,231.9078826904297,380.54461669921875
2023-01-13,132.51100158691406,98.12000274658203,91.36487579345703,232.60792541503906,382.0209655761719
2023-01-17,133.67129516601562,96.05000305175781,90.54167938232422,233.6969451904297,381.32110595703125
2023-01-18,132.9534912109375,95.45999908447266,90.3730697631836,229.2826385498047,375.3008117675781
2023-01-19,133.01248168945312,93.68000030517578,92.2872543334961,225.51004028320312,372.5686950683594
2023-01-20,135.569091796875,97.25,97.21650695800781,233.57054138183594,379.5092468261719
2023-01-23,138.75502014160156,97.5199966430664,98.97200775146484,235.86517333984375,384.0628967285156
2023-01-24,140.1513214111328,96.31999969482422,96.89913177490234,235.34017944335938,383.6506652832031
2023-01-25,139.4925079345703,97.18000030517578,94.43946075439453,233.94972229003906,383.7944030761719
2023-01-26,141.55747985839844,99.22000122070312,96.72061157226562,241.13516235351562,388.012451171875
2023-01-27,143.49456787109375,102.23999786376953,98.55545806884766,241.29075622558594,388.9040222167969
2023-01-30,140.6134796142578,100.55000305175781,96.1453628540039,235.9916229248047,384.02447509765625
2023-01-31,141.88192749023438,103.12999725341797,98.02978515625,240.95045471191406,389.6709899902344
2023-02-01,143.0029296875,105.1500015258789,99.60675811767578,245.7537384033203,393.812255859375
2023-02-02,148.302978515625,112.91000366210938,106.85681915283203,257.27569580078125,399.54498291015625
2023-02-03,151.92152404785156,103.38999938964844,103.92108917236328,251.1986846923828,395.2981872558594
2023-02-06,149.1977996826172,102.18000030517578,102.05650329589844,249.66241455078125,392.88238525390625
2023-02-07,152.06903076171875,102.11000061035156,106.75764465332031,260.1537780761719,398.0207824707031
2023-02-08,149.38461303710938,100.05000305175781,98.55545806884766,259.34674072265625,393.6685485839844
2023-02-09,148.35215759277344,98.23999786376953,94.23118591308594,256.3227844238281,390.25567626953125
2023-02-10,148.71649169921875,97.61000061035156,93.79479217529297,255.81723022460938,391.16644287109375
2023-02-13,151.51341247558594,99.54000091552734,93.83445739746094,263.8096923828125,395.75830078125
2023-02-14,150.87326049804688,99.69999694824219,93.90389251708984,264.63616943359375,395.5762023925781
2023-02-15,152.9709014892578,101.16000366210938,96.1453628540039,262.5209655761719,396.8608093261719
2023-02-16,151.3755340576172,98.1500015258789,94.72708892822266,255.5319366455078,391.396484375
2023-02-17,150.23316955566406,97.19999694824219,93.57659149169922,251.54518127441406,390.418701171875
2023-02-21,146.22496032714844,94.58000183105469,91.0375747680664,246.291259765625,382.5865173339844
2023-02-22,146.64840698242188,95.79000091552734,90.89872741699219,245.1605682373047,382.059326171875
2023-02-23,147.1309814453125,95.81999969482422,90.14495086669922,248.33827209472656,384.0916442871094
2023-02-24,144.4818572998047,93.5,88.39938354492188,242.92837524414062,379.98858642578125
2023-02-27,145.6734619140625,93.76000213623047,89.1333236694336,243.84463500976562,381.2828063964844
2023-02-28,145.1711883544922,94.2300033569336,89.32176208496094,243.12332153320312,379.87359619140625
2023-03-01,143.1030731201172,92.16999816894531,89.61930084228516,240.05284118652344,378.41644287109375
2023-03-02,143.69398498535156,92.12999725341797,91.245849609375,244.77066040039062,381.3594970703125
2023-03-03,148.73622131347656,94.9000015258789,92.88232421875,248.84507751464844,387.4755859375
2023-03-06,151.4936981201172,93.75,94.3501968383789,250.38523864746094,387.7440490722656
2023-03-07,149.2975616455078,93.55000305175781,93.09061431884766,247.73391723632812,381.8004455566406
2023-03-08,150.5482940673828,93.91999816894531,93.47740173339844,247.2952423095703,382.4235534667969
2023-03-09,148.30291748046875,92.25,91.56322479248047,245.95013427734375,375.3678894042969
2023-03-10,146.24462890625,90.7300033569336,89.8870849609375,242.31427001953125,369.9516296386719
2023-03-13,148.18470764160156,92.43000030517578,90.3631591796875,247.50970458984375,369.42425537109375
2023-03-14,150.2725372314453,94.87999725341797,93.19969940185547,254.20635986328125,375.5309143066406
