trade_date,open,high,low,close,volume
2023-12-14,1532.0224890776724,1535.6181383923579,1503.5699597179857,1504.3792107146414,40672
2023-12-15,1515.7179207018726,1542.8830052941523,1511.837194331547,1512.7476017027846,37093
2023-12-18,1508.1495846763323,1529.6039321217584,1503.55156764988,1528.3808595927221,19897
2023-12-19,1531.1396698085935,1544.8141724452623,1512.8303660092606,1540.335703861498,22207
2023-12-20,1542.2975121980724,1544.1579434552473,1528.3442777692599,1534.660441887369,23092
2023-12-21,1525.5629330397833,1555.6181999994453,1525.5629330397833,1553.4600997411223,29012
2023-12-22,1553.1810350525461,1561.9250619612685,1542.3068143543583,1554.0647398997044,21667
2023-12-25,1554.39031536971,1561.4599541469747,1551.5996684839474,1555.3205309982973,12471
2023-12-26,1555.785638812591,1558.018156321201,1541.8324043837786,1553.4600997411223,14771
2023-12-27,1551.5996684839474,1560.1111414855231,1545.0881590838349,1550.725265793075,16056
2023-12-28,1554.381013213424,1607.4033040429115,1550.725265793075,1604.612657157149,38338
2023-12-29,1599.9708811704973,1627.4866594641155,1599.9708811704973,1605.5521749420222,27539
2024-01-02,1595.3198030275598,1598.287190882754,1560.994846332681,1567.4226363262208,32156
2024-01-03,1563.7947953747293,1576.920137894099,1559.348364670081,1575.7852748272223,20229
2024-01-04,1574.8550591986348,1574.8550591986348,1546.8834752470088,1552.5298841125348,21551
2024-01-05,1545.3951302412686,1561.5157670846902,1536.818542145692,1547.2834679673012,20243
2024-01-08,1545.0881590838349,1546.0183747124224,1525.5629330397833,1529.2651912415615,25586
2024-01-09,1526.4931486683708,1537.0138874276954,1520.967667834561,1526.483846512085,24412
2024-01-10,1526.5768680749436,1543.65562701581,1523.6931996263224,1526.9489543263787,17351
2024-01-11,1525.646652446356,1542.241699260357,1523.7490125640377,1531.6651475633173,16441
2024-01-12,1525.5257244146399,1536.0278588613926,1524.995501506345,1528.400090706975,11603
2024-01-15,1520.90255274056,1539.4789588434523,1520.3909341448368,1525.5536308834974,17854
2024-01-16,1524.1583074406162,1532.06514028361,1511.5445835169696,1525.0234079752026,25903
2024-01-17,1516.2514745976225,1521.349056242282,1466.9500462824851,1466.9500462824851,51633
2024-01-18,1464.1593993967226,1500.2517657859173,1446.9969210492832,1498.4564496227435,60440
2024-01-19,1496.5960183655684,1523.7025017826084,1489.1635954931546,1520.90255274056,46378
2024-01-22,1515.321258969035,1528.3442777692599,1505.9074768077296,1527.4140621406725,46946
2024-01-23,1518.1212080110834,1525.507120102068,1496.716946397285,1506.0191026831599,34835
2024-01-24,1515.321258969035,1519.8235026113985,1491.6565733777688,1512.5306120832724,33216
2024-01-25,1513.293388898714,1526.483846512085,1508.8097495689224,1523.6931996263224,31206
2024-01-26,1516.5863522239138,1529.367514960706,1509.73996519751,1523.060652998883,26955
2024-01-29,1525.8326955720736,1544.6974685198281,1525.8233934157877,1534.8557871693724,31421
2024-01-30,1534.8371828568006,1534.8371828568006,1497.6471620258724,1500.4378089116349,30866
2024-01-31,1500.4378089116349,1506.92141184289,1486.605502514539,1492.9123644763622,29649
2024-02-01,1493.4611916972287,1510.567857106953,1489.2752213685849,1497.67506849473,26485
2024-02-02,1502.29824016881,1514.1863959021582,1470.670908796835,1484.6241432256475,39382
2024-02-05,1484.6241432256475,1523.1722788743134,1483.9264815042068,1516.2607767539082,53130
2024-02-06,1516.2607767539082,1567.8598376716568,1512.623633646131,1559.0413935126473,52472
2024-02-07,1563.7203781244425,1594.9384146198388,1545.6555906172732,1591.5896383569238,52601
2024-02-08,1599.9801833267832,1604.6219593134347,1567.4133341699348,1586.9478623702723,46757
2024-02-19,1616.5938344533558,1616.649647391071,1570.2039810556973,1577.1154831761025,36977
2024-02-20,1578.9107993392763,1578.9107993392763,1540.9580016929062,1553.4600997411223,34470
2024-02-21,1549.757841539344,1610.2032530849597,1546.0183747124224,1597.7941765996027,46154
2024-02-22,1588.3431858131535,1602.7708302125457,1581.8595828818986,1598.4639318521856,22794
2024-02-23,1591.7012642323543,1604.0452256237106,1581.3851729113192,1594.473306805545,27306
2024-02-26,1588.8082936274473,1589.496653192602,1567.4319384825067,1576.696886143238,27318
2024-02-27,1565.55290291276,1574.780641948348,1560.9018247698223,1571.5993044985785,22080
2024-02-28,1571.0597794339978,1578.1759289926922,1557.1902644117583,1564.204090251308,31867
2024-02-29,1564.204090251308,1578.110813898691,1562.0180835241274,1576.71549045581,24758
2024-03-01,1572.0644123128723,1576.6875839869522,1559.6739401400869,1567.46914710765,26868
2024-03-04,1561.8320403984098,1563.683169499299,1553.5066105225517,1559.3204582012236,26485
2024-03-05,1554.2135744002783,1578.5759217129848,1550.371783854212,1576.8085120186686,36238
2024-03-06,1572.9946279414598,1576.71549045581,1560.920429082394,1563.2738746227205,22142
2024-03-07,1562.7622560269974,1571.8783691871547,1560.9018247698223,1566.13893875877,21599
2024-03-08,1563.2831767790062,1568.976096425962,1553.5066105225517,1554.7903080900026,22156
2024-03-11,1558.1111778840598,1580.3247270947295,1556.4181854400306,1576.2410804852302,29895
2024-03-12,1575.729461889507,1627.0401559623933,1572.529520127166,1623.2262718851848,54227
2024-03-13,1618.5472872733897,1626.0169187709473,1600.063902733356,1606.9009876034743,26500
2024-03-14,1599.0406655419097,1613.7752810987356,1592.0640483275035,1596.8360545021576,19405
2024-03-15,1592.9942639560911,1611.5055549649824,1592.5291561417973,1597.6360399427426,17834
2024-03-18,1595.3198030275598,1599.831348826209,1580.4363529701598,1589.05014969088,26055
2024-03-19,1584.1572154845098,1599.915068232782,1574.9573829177793,1588.826897940019,23948
2024-03-20,1584.4920931108013,1594.0919183978244,1581.5805181933224,1590.2966386331873,15249
2024-03-21,1588.901315190306,1599.0406655419097,1585.552538927391,1589.7385092560348,16596
2024-03-22,1586.0455532105425,1589.729207099749,1570.2039810556973,1582.6223596973402,25456
2024-03-25,1580.0084537810096,1580.2224033755847,1563.301781091578,1571.1434988405706,24473
2024-03-26,1569.7016646162601,1593.2733286446673,1569.7016646162601,1590.0082717883251,28069
2024-03-27,1586.0176467416848,1592.5291561417973,1580.4363529701598,1582.296784227335,18113
2024-03-28,1576.71549045581,1598.1104499133223,1575.0411023243523,1582.892122229631,24642
2024-03-29,1582.892122229631,1591.5896383569238,1579.599158904431,1584.0641939216512,13457
2024-04-01,1590.6594227283365,1612.9938999707222,1589.4594445674586,1601.2080679565186,27131
2024-04-02,1601.8313124276722,1604.612657157149,1586.064157523114,1594.3802852426863,25449
2024-04-03,1612.9938999707222,1618.0542729902384,1590.687329197194,1595.4221267467044,29046
2024-04-08,1576.71549045581,1577.6457060843973,1546.5765040895749,1550.3531795416402,59167
2024-04-09,1544.7811879264011,1556.2507466268848,1542.7161092309368,1546.2230221507116,25590
2024-04-10,1546.269532932141,1548.799719441899,1530.204709026435,1532.9767515996257,27631
2024-04-11,1525.655954602642,1534.8557871693724,1520.6141858956978,1532.9953559121975,22766
2024-04-12,1535.7860027979598,1547.8788059695974,1520.00024358083,1520.00024358083,26744
2024-04-15,1520.9118548968459,1558.6786094174981,1520.8839484279881,1556.232142314313,35818
